text,date,lang,link,likes_count,comments_count,word_count
Culebra and Vieques also importan,3/17/2018,es,No,0,0,5
Sandra Gonzalez,3/17/2018,ca,No,0,0,2
"So many towns still without power or water. Yet my cousin went to visit the Island for the first time and when he arrived into San Juan its as if nothing happened. He had cell service, water, electricity Etc. Then he traveled to the other parts of the Island to volunteer and he was shocked at how bad the situation really was outside of the capital ����",3/17/2018,en,No,0,0,67
Hedda Franqui!!,3/17/2018,und,No,0,0,2
"Have a father living in Salina, who appeared on local television during the initial storm, because he stayed int he town while others left. He will be a great person to reach. Please message me if you would like a name and address with contact number to reach him.",3/17/2018,en,No,0,0,49
"You have to go to Yabucoa. This is the town where the hurricane had the landfall and the last town to receive some power. The major has been constantly on the media begging for the power authorities to at least attend the center of the town to at least help bring up the economy for small businesses. It took months to make this happen. Now there is finally a huge crowd docked at the port with 500 workers from different states helping to bring up the grids, which we are really great full or as well as the people of the town. But... why did it take so long? My mom was one of the lucky ones to get power this week. But others in her neighborhood, even in the same street didn't. There are still many areas without power and it's breaking the bank of many people in such a broken economy. Check out how much these small business have to invest in keeping their generators so they can be back on business. Thank you very much for keeping PR on the news. There is still a lot to do and you have done a lot reporting what's going on in our beloved island! You have done an amazing job!!! God Bless you! ������",3/17/2018,en,No,0,0,215
This man deserves like 50+awards and a piece of heaven!! He is helping get the word out there!! Also he deserves like a hug!! Lol!!!,3/17/2018,en,No,0,0,25
Just Thank You...❤��❤,3/17/2018,en,No,0,0,3
"Oh, and BTW, because there is no electricity in Yabucoa, or at least for my mom until last Tuesday, the water is very unstable. I guess because it's also running with generators. My mom has been living with me in Carolina since the day before the hurricane. We've been in her house a couple of times to clean the yard and during those visits only one or two times she has had water. The water lines in her house remains closed since she is not home. But guess what??? She still has to pay the water bill ��",3/17/2018,en,No,0,0,98
"Go to where the hurricane entered. Go to Yabucoa, Naguabo and Humacao. Especially in the mountains. Like the Cubuy community in Naguabo which is the road you take to go to the Rain forest in Naguabo. Cubuy has been Without electricity since Irma and roads throughout that whole area are just horrible.",3/17/2018,en,No,0,0,52
"Please go to Humacao, Utuado, Vieques :/ thank you so much and Loiza. I had the chance to help in the cities of Utuado, Humacao, and Loiza. I went in December. When I went the roads in the mountain cities like Utuado were super bad still with big chunks missing, houses totally damages by mudslides, I saw a house that the road to get to it was completely destroyed. Humacao and Loiza were coastal cities that I went to that were also hit very hard. I saw businesses there that had roofs ripped off, and no power which really limited what a restaurant we went to when it came to items on the menu. I am sure that the central mountainous cites still have little to no access still :/",3/17/2018,en,No,0,0,130
Go where the people are still without...see if things have improved...I've been to San Juan it's up and running for the most part...up in the mountains in the countryside areas...,3/17/2018,en,No,0,0,30
Coamo,3/17/2018,pt,No,0,0,1
The city of San Sebastian on the west is thankfully doing well. There is a contact I have in Humacao that I can give you if you would like to interview a barrio there in Humacao.,3/17/2018,en,No,0,0,36
"Who are you? Who are we? What do you do or what have you done in P.R.? Show us pictures of what you have done. Because to tell you the truth, I think you are feeding us a bunch of bull!!! I worked disaster relief in different parts of the island, never heard of David Begnaud. What is your organization? Better yet, who is your organization? Who are you funded by? Please let us know, because the last thing P.R. needs is another scum bag with promises and no evidence of what you have really done. This is a small island, and if you are not for real, you will be found out.",3/17/2018,en,No,0,1,113
Amazing job,3/17/2018,en,No,0,0,2
You aré awesome,3/17/2018,en,No,0,0,3
You are such s STUD!!! Thank you so much for the coverage you are giving Puerto Rico!! THANK YOU FOR CARING DAVID!!! ��������������������,3/17/2018,en,No,0,0,23
"David Begnaud, Thank You for taking on the challenge of showing the world the truth about life in Puerto Rico 6 months after Maria. I ask that you pay a visit to the island of Vieques. Residents of VQS were virtually cut off from the rest of the world for weeks after the hurricane hit. No electricity, no potable water. no phone service of any kind. Mayor and other municipal leaders were virtually invisible, offering little to no public info to survivors. Being an island off another island presents challenges in the best of times. I think it would be valuable to hear and see how the island's people worked together to help one another through this tragic event, where government aid was a case of too little, too late. In Vieques today, you will find examples of both triumph and hardship. Hundreds remain without power. Medical care is a challenge because hospital was badly damaged and ferry service to and from mainland PR for medical care is unreliable. Landlines are not operational, and cell service is spotty at best. Municipal government is of little to no use or help, with Mayor currently suspended from office and acting Mayor under investigation. With all these hardships, the good people of the island have worked together to rebuild the island they love. From establishment of charity organizations to raise emergency funds immediately after the. Hurricane hit, to organized beach clean-up efforts, to grass root efforts to rebuild a neighbors roof or bring a hot meal to the elderly or sick. I could go on and on detailing the countless acts of selfless kindness that have occurred and continue on the island, but better that you pay a visit to Vieques and see for yourself. Please consider making a stop there during your visit next week. You will not regret it. Many stories to tell...",3/17/2018,en,No,0,0,312
Ponce!,3/17/2018,en,No,0,0,1
Thank you for showing what good journalism is. You truly do The Work.,3/17/2018,en,No,0,0,13
"Aquí hay varios sitios en PR sin Luz �� los campos Caguas,Juncos,Gurabo,Las Piedras,Humacao y Yabucoa y muchos más..",3/17/2018,es,No,0,0,18
"Read a post on Facebook that the town of Las Piedras is still in bad shape.
Can’t wait to get your updates hopefully you will make it to the northwest side of the island.",3/17/2018,en,No,0,0,33
"David, first thank you for everything you have done and continue to do. My grandpa DIED THIS MONTH! I JUST GOT BACK Tuesday FROM BURING HIM! We are from San Lorenzo, Barrio Cerro Gordo. Here is what I saw and I didn’t travel a lot because the time and situation didn’t allow me. Some a lot of the areas still WITHOUT POWER. From his house up the Mountain where my grandma and aunts, uncles and cousins live still didn’t have any power. Everything had to be done in a rush during the day before night fell, I DID SEE some electrical trucks and guys working to get new light posts up, and that was good to see! I didn’t want to venture out, THE TRAFFIC LIGHTS ARE NOT WORKING! I feared for my life every time I left the house! It is my understanding from the people were telling me, these men and their trucks are being pulled out of there by the end of the month. Thank you so much for the ones there and the ones who have helped! There is still a lot of work to be done. Our PR people are amazing, I did Not hear or see people complaining about it just moving on with life and the “New Normal”, they help each other out and are doing what they can to survive. Although my grandpa was 95. He was the healthiest and strongest old man I have known, he had the sharpest mind, got around, without hardly any help. I believe 3 to 4’months into the last storm, we were informed he was uneasy, little anxious and stressed about not getting back to his regular day to Day simple things in life. Thank God that my parents and family there can take him to see his doctors without any issues, some people there cant do that still. He suffered a massive stroke, so if you ask me the hurricanes and the condition of  the island not being able to recover, not being able to get back to the normal things in life was his deterioration of his quality of life. We are blessed to have him with us that long, most don’t get to that age and sharp as he was. There is STILL ALOT OF WORK TO BE DONE. Again, thank you and especially thank you to all the people who have really helped and made an impact for the island. I wanted to upload some pics taken on our way to the burial grounds. But it’s not letting me from here.",3/17/2018,en,No,0,0,429
"Vieques, Punta Santiago, and Utuado were hardest hit and are still recovering. Please visit them if you can. Also, Crashboat in Aguadilla got hit again from the giant waves that hit Puerto Rico two weeks ago. The only positive I have is that my parents have internet again as of today.",3/17/2018,en,No,0,0,51
"There is a neighborhood called malpica, is located in Rio Grande. That’s in the northeast of the island. No light still. Please helps them.",3/17/2018,en,No,0,0,24
"Thank you David Begnaud for coming back.  I would kindly ask that you visit the central towns, like Utuado and others.  I think they have been forgotten.",3/17/2018,en,No,0,0,27
Lorna Grissell Rodriguez Ishmael Alvarez,3/17/2018,co,No,0,0,5
Go! Report on what you see.,3/17/2018,en,No,0,0,6
"The best news Ive heard. Keep your focus, integrity, and continue to ask the hard questions.  Don't get distracted by the internal politics. Tell us / show us how PR is recovering. You have the support and blessing of manny PRicans in the diaspora.  ��  Thank You!",3/17/2018,en,No,0,0,47
Michelle Úkulele Alejandro A. Calaf Reichard,3/17/2018,ro,No,0,0,6
What happened to lights in barrio espianl Aguda PR,3/17/2018,en,No,0,0,9
THEY ARE in the dark.   My family members are living strong,3/17/2018,en,No,0,0,11
"Hi David, take a look at Las Vegas in Cayey (nearby Guavate). They still don’t have electricity. God bless you always my friend.",3/17/2018,en,No,0,0,23
Taina Mileo,3/17/2018,mi,No,0,0,2
Thank your don God bless him,3/17/2018,en,No,0,0,6
David......I'm here since NOVEMBER 23.....I live in Villalba..is very sad and people still don't have water and electricity. MANY HOUSE DESTROYED BY THE HURACAN....,3/17/2018,en,No,0,0,24
"Hi David! This has been someone who has greatly been helping in PR and has been like you, very objective. There is someone else, from a veterans group. I will get that one for you as well. Thanks for everything and God bless you always!������❤️

Giovanni Brignoni
https://www.facebook.com/1269042752",3/17/2018,en,Yes,0,1,46
"Go to 105A Violeta st or Principal st Las Carolinas Caguas. That is the address of my 90 year old Grandmother. They had no electricity for 6 months. Know since the government probably knows that your coming back its trying to fix the problem. Please go to this community, so you can show the truth to the World.",3/17/2018,en,No,0,0,58
Have someone listen to local am news for a couple of days. You can stream WKAQ 580 over the Internet (morning and afternoon). Tons of people call in every day reporting on their situation.,3/17/2018,en,No,0,0,34
Michael Rodriguez Rivera write him show him your pueblo !,3/17/2018,en,No,0,0,10
David Begnaud thank you so much for your resilience and commitment to Integrity. Because of your accurate reporting my family and I were able to make critical and timely decisions in terms of helping my family in Puerto Rico 6 months ago and providing relief help . I am being told that Yabucoa and Humacao are still in great need of basic necessities. Caguas also still needs a lot of help. I am sure there are many other towns in the central area in need. I will pass your request to some people that are in the Island helping.����,3/17/2018,en,No,0,0,99
No water in Luquillo PR again!!!! ��,3/17/2018,en,No,0,0,7
Rincon Puerto Rico where restaurant owners Michael Emig and Astrea Young have struggled to keep their business open and support local farmers by buying local.,3/17/2018,en,No,0,0,25
Aguada Puerto Rico where Carolyn Marin manages and reopened the Ann Wigmore Institute and her husband  Luis Marin who is a photographer each have endured challenges to restore and rebuild.,3/17/2018,en,No,0,0,30
"Definitely east side. Punta Santiago (Humacao, PR), Yabucoa, PR.",3/17/2018,es,No,0,0,9
https://www.facebook.com/ozzy.ramos.10/posts/10215951535449348,3/17/2018,und,Yes,0,0,1
Vega Baja Almirante Sur,3/17/2018,es,No,0,0,4
"It was right to give him a break during the emergency phase, but now it is time to question the governor's readiness.",3/17/2018,en,No,0,0,22
https://www.facebook.com/permalink.php?story_fbid=1846089512356322&id=100008658725201 Another of the sad stories,3/17/2018,en,Yes,0,0,6
If you can help us take the corrupted politicians out of their positions and replace them with community leaders and a matriarch that would resolve a lot of the issues. I think the only thing we could do to resolve this is government gridlock. I don’t think we have another choice. Signed: a veteran,3/17/2018,en,No,0,0,54
"The only thing I have seen moving in the government is millions of dollars on contracts (17 million in a contact of 5 months in education, regarding values)
unnecessary explotation of the money, increased taxing... and NOW they are  increasing the cost of electricity...  now is very high and they are INCREASING IT, since March!!!!   Generally incrwasing the cost of living, while many people still have not recuparate from Maria
Now they are talking of increasing OUTRAGEOSLY the price of the University of Puerto Rico...
They want to take the teachers beneficits (lack of money)...   When the secretary of education makes an outstanding $250K annually...  Lets not start talking of other people working in the government, like Pesquera...  the high wages of senators and legislators that have many marginal benefits....  awwww.  And the “protection” of past Mayors of Puerto Rico...  millions on dollars on their escorts....  they dont touch that...   but the teachers and police are suffering...
Now they want to charge us  75 cents for each cellphone line, to pay a raise for the police....  but why the expend all that money in contracts and their high wages and beneficts and the PEOPLE have to pay the raise in their wages...
Outrageous...  it seams they want everybody to leave, beacause they only want to pick pocket us...",3/17/2018,en,No,0,0,213
"Go check out Las Piedras,Puerto Rico, they still don t have electricity",3/17/2018,en,No,0,0,12
"Ground zero, Yabucoa.",3/17/2018,en,No,0,0,3
Yabucoa,3/17/2018,zu,No,0,0,1
"We still without power in Palmarito, Corozal since María (SIX MONTHS).",3/17/2018,en,No,0,0,11
Vieques: 6 months on we have power for probably 85,3/17/2018,en,No,0,0,10
DAVID YOU THE BEST GOD BLESS YOU FOREVER FOR ALL YOU HAVE DONE ����,3/17/2018,en,No,0,0,14
Salinas I have not seen anything about el coco,3/17/2018,en,No,0,0,9
"Visit Morovis,  Road 634 Barrio Franquez, no electricity, then Ramal 6645. All the cables  in the floor.  No electricity  from sept 10 2017.",3/17/2018,en,No,0,0,23
Please visit Vieques. This island is still without power!!!!!,3/17/2018,en,No,0,0,9
Vieques also has no working hospital.,3/17/2018,en,No,0,0,6
"Vieques: 6 months on we have power for probably 85%. That’s the good, but the bad is that PREPA somehow has forced the big line crews off the island with the job un finished. They claim to have many of their own folks working here, but people have only seen a few. Big diesel generators are making power but who knows for how long as there’s no money to continue to buy fuel, and many people here beleive that they don’t have to pay an electric bill because the power is not being generated on the big island - magical thinking!     Tourists are returning but many restaurants and businesses have remained closed or given up the ghost. AdoptafamilyPR http://www.adoptafamilyinpr.com/adopt-a-family.html has promised to send substantive help to families directly, but instead they send boxes of trinkets And sample packs of tissues. Civic pride is strong, yet the Mayer has been removed from office for malfeasance and apparently his replacement is no better. Like the Trumpian model they emulate, they tried to fire the one guy who was really helping and have threatened several folks who are speaking up.  Tesla bestowed a migrogrid unto the Emergency room here, but the building is so infested with mold that it has been abandoned, and the solar panels produce electricity for no one. Moses West, route very own Aquarius brought a machine that makes water from the air and a big tank truck to store it in - the dry season is upon us and there’s been no rain here for weeks.",3/17/2018,en,Yes,0,1,257
"David,  six months after that terrible hurricane and still without electricity.  My family has been very patient and we have communicated to the Mayor, to the electric company and nothing has been done.  I invite you to go to my area and see how difficult it is to see everyone around you with electricity except my sector.  The expenses on gasoline for the generator are unsustainable.  We just ask to have the same quality of life everybody deserves.  Visit my Sector Alturas de Cidra, Carr. 173 Kmo. 10.0, Bo. Rabanal in Cidra.",3/17/2018,en,No,0,0,92
"An overview of then and now! Infrastructure, water purification, remote areas that were cut off! Do they have any kind of structures going up? Electricity, are areas still struggling to get basic food, medication. And most of all, how are they making money to get by with the tourist trade ? And the inability via the government restrictions on who can come to Puerto Rico to use the Port and what are our fellow Americans doing to make money to Live day to day?",3/17/2018,en,No,0,0,84
I send you something in your inbox that you should see and investigate!,3/17/2018,en,No,0,0,13
"Hello David !
First of all i want to thank you for your continiuos support in the name of all the people that have bee affected by Maria. My name is Erika Velez and i am president of Puerto Rico Lit. A foundation i created to help those in need after our island was hit by Maria. Since Nov. we have been visiting different towns taking supplies with us To deliver to those that still have no water or electricity . We are 1 of very few foundations still making our runs to the island. We have made a total of 32 visits since Maria, 
I make videos of every visit to every town. And tomorrow we are going to Guayama on another trip. Feel free to contact me if you would like to join my crew of volenteers and interview the people we will be helping. 787-427-0000. Erika
Thanks again for all your help!!
God bless.",3/17/2018,en,No,0,0,154
"The Mayor Of San Lorenzo has been taken on the government of San Juan.  After a hurricane Maria he planned, organized brought his community together but is still 60 percent with out power and has never seen a member of Puerto Rico ���� legislators in his town.  So the Good Samaritans have been rallying in San Juan’s La Fortaleza.  You should check them out!  Strong country folk",3/17/2018,en,No,0,0,67
"Thank you, David, for not abandoning the people in the island. It is such a disaster, and a travesty of injustice what is happening there.",3/17/2018,en,No,0,0,25
"David, please please please get with the locals like Jay Fonseca. There is way more going on than anyone thinks and nobody in the state government or local federal law enforcement do anything. This needs to be exposed to the nation. We need our government completely flushed and have new elections without political parties.",3/17/2018,en,No,0,2,54
"Santa Isabel. Between Salinas and Juana Diaz. While the local government have done a good Good cleaning de area , the malecón en La Playa, continue without any cleaning and with the hurricane season coming soon, this represent a major danger for the local residents. 
La playa is a very low income area with a beautiful waterfront. It’s always being the place to go in Santa Isabel for water front dining and board walks. The project was never finished and it’s not only a dangerous abandon contruction zone but the sea can now with a bad storm come inland. I will be happy to forward pictures if you are interested. This is probably not all the government responsibility, but the insurance industries one too!",3/17/2018,en,No,0,0,124
You need to go yabucoa. They still don’t have electricity. It’s so sad they are going through this. The warm temperatures started and it probably so hard for them to even rest with the heat we have been getting.,3/17/2018,en,No,0,0,39
I say monitor the “unidos por Puerto Rico” the funds ... the company who is managing the donations is tied to earning millions from the administrations in the past 5 years.... something is not right....,3/17/2018,en,No,0,0,35
Thank You David! Please try to find out what the government is doing with The money collected on Unidos for Puerto Rico. No action plan have been hears o anyone who have gotten benefit from it.,3/17/2018,en,No,0,0,36
"Go to Robinson School in San Juan. Talk to the students. They are wonderfully articulate and they speak English. They have been involved in Maria rescue and help efforts in many ways. Robinson was (I think) the first school in the island) to open its doors after the storm. They provided facilities for teachers to shower and get ready to teach in the morning when these folks had no facilities at home. The alums got together and collected money to give all the teachers and staff a bonus so they could have a bit extra for Hurricane expenses. Because the kids like staying at school ( it’s air conditioned, there’s power, friends, computers) they keep the doors open... later even took the extra step and hosted ‘movie nights’ and sleep overs for some classes. This is a good news story on every sense of the word. They took care of their own and the kids, faculty and parents went out in the community and extended themselves incredibly. Contact the Head of School Cindy Ogg 787-999-4000",3/17/2018,en,No,0,0,175
"Power grid is not reliable, it can be a beautiful sunny day and still the electricity may go out for few hours.",3/17/2018,en,No,0,0,22
"Humacao Punta Santiago, Cotto Mabu Mariana. Yabucoa, Juncos and eastern municipalities",3/17/2018,ro,No,0,0,11
Thank you David!!!,3/17/2018,en,No,0,0,3
"The town of cerro gordo, vega alta/dorado",3/17/2018,es,No,0,0,7
"Mi friend David, you got to go inland, Comerio,Ciales, Jayuya, Utuado, and to the East side of the island, Humacao,Yabucoa, just to name you a few just follow the Hurricanes path thtew the island.",3/17/2018,en,No,0,0,34
"David Begnaud, Cabo Rojo was almost back to normal when I was there in December and I think it was the town that was less afected of the whole island and it took a long time to get back to the new normal!  I would be great if you could visit its ""ruta gastronomica"" many wonderful sea food restaurants by the seashore at the Joyuda area!  Some were destroyed and those who survived were months without power!",3/17/2018,en,No,0,0,77
https://www.bloomberg.com/news/articles/2018-03-15/greek-tragedy-redux-puerto-rico-embraces-risky-austerity-plan,3/17/2018,und,Yes,0,0,1
"Go to maunabo,humacao up in the hills",3/17/2018,en,No,0,0,7
Thank you for your coverage. I have two aunts in Caguas with no electricity. They are suffering in ways that may not have been covered. It’s almost like PTSD. Please cover the permanent damage done to people. God bless you and your team.,3/17/2018,en,No,0,0,43
"Go 2 all the remote areas...from my view(south florida)they seemed to have gone without the most. Also look into how many deaths were caused due 2 lack if clean water, i believe that is one of the biggest tragedies that could have been avoided if not for the rascist bigoted views of our president. Lastly your coverage was/is instrumental in showing how little people know about Puerto Rico. THANK YOU!!",3/17/2018,en,No,0,0,70
Six month i am with out ☝️��!! ��������������,3/17/2018,en,No,0,0,8
"Humacao, Luquillo, Yabucoa, Barranquitas, Patillas and many more municipalities in the center need help. San Juan, Carolina, Bayamon, Guaynabo are doing ok, but still no traffic lights, lots of accidents and you can definitely see many stores and businesses closed.",3/17/2018,en,No,0,0,40
Comerio. El Barrio Naranjo Sector el Verde #6mesesaoscuras.,3/17/2018,es,No,0,0,8
UTUADO!,3/17/2018,pt,No,0,0,1
"Comerio, naranjito. They are still without water and light",3/17/2018,en,No,0,0,9
David go patillas maunabo yabucoa  not electricity no water poor people struggling,3/17/2018,en,No,0,0,12
Yabucoa (totally abandoned it's actually the case) and Villalba (a bridge is still leveled to to the ground.,3/17/2018,en,No,0,0,18
Thank you ����,3/17/2018,en,No,0,0,3
Elba Velez,3/17/2018,und,No,0,0,2
Check out the work of Casa Pueblo in Adjuntas and Brigada del Oeste.,3/17/2018,es,No,0,0,13
"You must go to Utuado, Jayuya and Yabucoa town. Very impressive.",3/17/2018,en,No,0,0,11
Cidra/Caguas...especially near Cidra...no electricity yet.,3/17/2018,ro,No,0,0,5
"Unfortunately,  it's old news... people have moved on except those who are living it ��",3/17/2018,en,No,0,0,15
"Many promises made and many broken. No WiFi or tv but I can live with that. It’s no water or no electricity. Go inland to see disaster. Visit Rincón to see back to normal. Go to the mountains and see the problems.
Tom Brown",3/17/2018,en,No,0,0,43
"Poverty is more than ever,  after María.   You can see the suffering of the people that are US citizens.  Please Help US.",3/17/2018,en,No,0,0,22
"Las piedras,the barrios tejas please come.6 month no ligth.promesas they liar to us.",3/17/2018,en,No,0,0,13
"Talk to the linemen from the states and what they encountering, as well as Regional cities lacking traffic lights and debris still not picked up 6 months later.  Thanks for what you do.",3/17/2018,en,No,0,0,33
Yoana Rivera Ruth Esther Casado Diaz Ana Milagros García,3/17/2018,es,No,0,0,9
No puedo entender como todavia. no hay luz y otras nesecidades cuando muchos artista donaro .dinero adonde fue ese dinero .por lo menos tendria que verse algun cambio pero en manos de quien esta ese dinero,3/17/2018,es,No,0,0,36
Erasma Soto n aguadilla,3/17/2018,es,No,0,0,4
Carolina  utuado aguada,3/17/2018,es,No,0,0,3
"Go to University of Puerto Rico at HUMACAO.  Just to see who students survive with out librery, internet and other services.  This town is steel like the first month.  

Also go to Aibonito.  To local autorities oficce.  Tolk to our ""alcalde""  and see who he manage the situation.",3/17/2018,en,No,0,0,48
"Areas like Guayama, utuado or Adjuntas!",3/17/2018,es,No,0,0,6
"Please visit ground zero, Yabucoa.",3/17/2018,en,No,0,0,5
Thanks for helping us David ��������,3/17/2018,en,No,0,0,6
Yes cover why sign are not up traffic is crazy so many accidents lights not working also UTUADO needs to be visited still lots damage there .and why private insurance claims taking so long to payout .,3/17/2018,en,No,0,0,37
You should go to Las Piedras. My family hasn’t seen a truck in the area. The mayor is desperate.,3/17/2018,en,No,0,0,19
"David, so happy to see you back in ����. They still need a lot of help, specially the towns in the center of the island, like Utuado and other towns near. I wish all of their transportation problems get resolved soon, some streets are impossible to drive through. In case of an emergency it would be very difficult for them. Also, go visit the western part of the island where towns like Aguadilla, Aguada, Rincon and others suffered more damages in the costal area due to high surf. And all of these happened after they were working on the recovery of those mentioned coastal towns.
Thanks for all your help, from this Boricua to you our adopted Boricua!",3/17/2018,en,No,0,0,117
"Go to the towns in the middle of the island like Lares, Utuado, Adjuntas, even Arecibo one of the most largest towns, there are people without power or water. Don't go to San Juan or even talk to any government officials, all they do is lie. Take a helicopter tour before you start to document your story. If you want to talk to the governor Rosello, ask him how is it possible that they are thinking about adding more taxes to puertoricans  when there are so many are struggling to survive. What happened to all the  money raised and sent to PR?",3/17/2018,en,No,0,0,102
Trump and his administration are way to busy firing people to give a damn about human beings that can't vote for them.  This is a whole new level beyond shameful.  Despicable,3/17/2018,en,No,0,0,31
Vieques and Culebra,3/17/2018,es,No,0,0,3
"We have a foundation that has helped one community from giving them meals to cleaning up their houses after being flooded 15’ high and now providing them with furniture. The community is in toa baja, villa calma 2 and is a great example of how puertoricans are getting on their feet again. #manoamanoayudandoapuertorico 7873781297 is my phone number",3/17/2018,en,No,0,0,58
"My family in Villalba, PR still have no electricity and running water. Villalba is on one of the highest mountains in Puerto Rico. Years ago, the municipality's water system ruptured and the people there didn't have running water for years. It was difficult because of its high altitude reaching a small population. Many of the residents had water tanks put against their houses. They only got running water again 3 yrs ago. I wouldn't be surprised that the residents there revert back to using water tanks. — Thank you CBS news for your passion to bring accurate, in-depth information to the public and your willingness to care for Puerto Rico, when much of the USA overlooks and forgets about its territories.",3/17/2018,en,No,0,0,121
"Thank you so much for all you and your crew do, you are a true hero and represent PR like one!! Amazing person with a great heart",3/17/2018,en,No,0,0,27
"Thanks for your work, David. Non Government Organizations are doing a great job for Puerto Rico's reconstruction. Please, check this link. The Puerto Rico Funders Network (Red de Fundaciones de Puerto Rico in spanish) created a Fund to help  22 NGOs that are helping communities, like PECES in Punta Santiago, Casa Pueblo in Adjuntas and CREARTE in Yabucoa. Check  the information and how to donate here . http://english.redfundacionespr.org/ If you need assistance to interview some of these organizations, please contact me. I sent you a message to your Inbox.",3/17/2018,en,Yes,0,0,89
https://www.facebook.com/elnuevodia/posts/10155769353698751,3/17/2018,und,Yes,0,0,1
Please tell us the plan for the people who still have blue tarps in their rooftop.  Are they getting assistance before the nest hurricane season?,3/17/2018,en,No,0,0,25
Joe Vargas,3/17/2018,en,No,0,0,2
"Go to Jayuya, Adjuntas .",3/17/2018,es,No,0,0,5
Vieques.,3/17/2018,es,No,0,0,1
Hello i live in Boqueron in Las Piedras. We have been ignored by the govement of Puerto Rico to help us with the electricity. Is very unfair for us that they promise and promise and there is now show in this part af the town. Please please am begging you to help us. It’s hard beeing without help. I hope to hear from you.,3/17/2018,en,No,0,0,64
"Both sides of the story are the best way to do it. Go to metro area were power and water is restored BUT please document the so called pockets ""bolsillos"" how those people live with no power but their neighbors do. And of course Humacao, Yabucoa.... The antithesis. There are Aslo places with low water supply, some days the do other they don't. And it would be great to document the amount of little business that have closed! Thanks for you job!",3/17/2018,en,No,0,0,82
"Look into how much is fema and the Corp of engineer is staying? How much money that’s costing per night to the government... maybe finding an alternative like staying in Ft Buchanan it’s a better choice, not the Marriott, or really expensive hotels that are going on  for an average of 350 dollars a night government rate... how it’s this justified? We complain about money and funds yet we are staying in high end hotels... really?",3/17/2018,en,No,0,0,76
Hi David first let me say that you are an amazing person with an amazing team shedding light on a place that most of the Media has forgotten you and your team should be made honorary Puerto Rican’s for the luv you have given to us pls visit if you can  Luquillo  Rio grande Carolina Bayamón Dorado y Guayama Que dios te bendiga Y te protege May God bless you and keep you safe,3/17/2018,en,No,0,0,74
Cidra Puerto Rico barrios,3/17/2018,es,No,0,0,4
"You can go to Toe Alta, you'll see one part has power and water the other one doesn't. The little towns like Florida,  Utuado. Yabucoa. Comerio. Maricao. Arroyo.Morovis.Ciales.Barranquitas, Yabucoa, according to my cousin working for FEMA.
 The middle part of the island it's in the worst shape.
Go to the gov and ask where is the money that was raised. 
The Metropolitan it's in a pretty good shape even without traffic lights, just came from PR. Just be careful driving in Bayamon,slow down on intersections.",3/17/2018,en,No,0,0,84
Thank you David for not forgetting,3/17/2018,en,No,0,0,6
Vieques Please! We need our story told - we are getting no help from our local government and we do not even have an acting mayor as of the moment due to corruption! We need help to restore our basic living needs and rights,3/17/2018,en,No,0,0,44
"Aibonito, PR",3/17/2018,hi,No,0,0,2
"You need to cover how ""Tu Hogar Renace"" is screwing over people with shitty house repairs with a 20K Budget",3/17/2018,en,No,0,0,20
David Begnaud check where the funds were and are being distributed. Central island!,3/17/2018,en,No,0,0,13
I live in the mountain side of the Island and we have no Electrical power because our road is not registered! I feel this is not fair,3/17/2018,en,No,0,0,27
"Good morning David  
First I need to thank you. for a job well done. we are grateful. Made the Lord bless you and your family always ����
David in the past you interview  
Giovanni Brognoni 
He has done an amazing job. Informing the Puerto Rican people of the changes in the island. 
Maybe you should interview him again. 
Thank you so very much God bless����.",3/17/2018,en,No,0,0,64
"Ciales, Puerto Rico",3/17/2018,es,No,0,0,3
Thank you!!!,3/17/2018,en,No,0,0,2
If you want this coverage you need to get here and we can go to these areas and let the people tell the stories !!??,3/17/2018,en,No,0,0,25
My family in San Lorenzo  ( quebada honda).   Up in the mountains ⛰. still don’t have power....   although power is starting to creep up   Hasn’t got there yet,3/17/2018,en,No,0,0,28
Southern part of the island like Ponce has shown some progress but still a lot of light post and traffic lights aren't working yet and its a major problem,3/17/2018,en,No,0,0,29
Citys like Yabucoa and Las piedras!!You should visit them ... Many comunitys there with no power,3/17/2018,en,No,0,0,16
Yabucoa,3/17/2018,zu,No,0,0,1
"Yabucoa, maltorell, sodoma,",3/17/2018,es,No,0,0,3
"Please, visit Jagüeyes in Aguas Buenas, ����. It’s been more than 6 months. There are no hopes for energy ever coming back again.  You will be welcomed, David Begnaud. Sincerely.",3/17/2018,en,No,0,0,30
David I would like to know and I'm sure that many other people would like to know as well.  Why the power grid has not been replaced with a new one and if there is a clause in the contract restraining the power companies from replacing the power grid why won't they waver the clause under this emergency situation to improve the electric power ?  It has been six months and half of the island is still without power.  The power grid has been under repair numerous of times because of the outages and the grid cannot sustain or carry the amount of electrical currency to branch out to it normal flow of energy to supply to everyone on the island. Something has to be done????,3/17/2018,en,No,0,0,126
"Please if you are coming back to the island you  should also see what had already been done ,don’t forget that!",3/17/2018,en,No,0,0,21
Welcome back,3/17/2018,en,No,0,0,2
My brother lives in Jayuya and still using a generator and still waiting to get help for his roof... David a lot of people don't want to leave the island..this is all they know ��,3/17/2018,en,No,0,0,35
Caves in camy,3/17/2018,en,No,0,2,3
YABUCOA!!! YABUCOA!!!!,3/17/2018,zu,No,0,0,2
